contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source
,苏家屯区社会福利院（区中心敬老院）及四所中心敬老院食堂采购配送（第二次）结果公告,,苏家屯区社会福利院（区中心敬老院）及四所中心敬老院食堂采购配送,社会福利院（区中心敬老院）食材配送,,024-89196518,沈阳汇欣源餐饮管理有限公司,辽宁省沈阳市沈河区文萃路173号（6门）,丛珊、陈玉凤,其他,社会福利院（区中心敬老院）食材配送,1,详见合同,89（%）,合同签订后一年（具体以实际签订合同为准）。,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 024-31295429,辽宁省,其他,社会福利院（区中心敬老院）食材配送,zhongbiao_1767094840_1.txt,zhongbiao
N5100012025003767,四川农业大学2026年电子资源数据库服务项目(二次)中标（成交）结果公告,N5100012025003767,2026年电子资源数据库服务项目(二次),四川农业大学,成都市温江区惠民路211号,86293232,同方知网数字科技有限公司,北京市海淀区西小口路66号中关村东升科技园B-2号楼二层B201、B202、B203、B205、B206、B207、B208、B209、B210室(东升地区),陈女士,服务范围,服务要求,1,详见合同,"2,876,000.00元",服务标准,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,成都市高新区天府大道1700号新世纪环球中心E3门栋6楼2-1-611-615 代理机构联系方式: 028-87050033转2016,四川省,信息技术,四川中意招标有限公司,zhongbiao_1767094842_2.txt,zhongbiao
SDGP370214000202502000303,青岛市城阳区人民医院青岛市城阳区人民医院医疗设备采购项目-2025年政府采购预算医疗设备脑氧饱和度检测仪等中标公告,SDGP370214000202502000303,青岛市城阳区人民医院医疗设备采购项目-2025年政府采购预算医疗设备脑氧饱和度检测仪等,青岛市城阳区人民医院,,,评委1(技术标),,赵主任,设备,详见招标文件,1,详见合同,10.070000,详见合同,分散采购 货物类,2025年12月30日 17:30,2025年12月30日 17:30,,山东省,医疗健康,山东金卫医药信息有限公司,zhongbiao_1767094845_3.txt,zhongbiao
SDGP370214000202502000303,青岛市城阳区人民医院青岛市城阳区人民医院医疗设备采购项目-2025年政府采购预算医疗设备脑氧饱和度检测仪等中标公告,SDGP370214000202502000303,青岛市城阳区人民医院医疗设备采购项目-2025年政府采购预算医疗设备脑氧饱和度检测仪等,青岛市城阳区人民医院,,,评委1(技术标),,赵主任,设备,详见招标文件,1,详见合同,26.800000,详见合同,分散采购 货物类,2025年12月30日 17:30,2025年12月30日 17:30,,山东省,医疗健康,山东金卫医药信息有限公司,zhongbiao_1767094847_4.txt,zhongbiao
,沈阳金融博物馆展厅展柜采购结果公告,,沈阳金融博物馆展厅展柜采购,沈阳市文博中心,,24867711,,,赵子淇、石增良、齐俭、马春艳、张冬妮,其他,详见招标文件,1,详见合同,0.000000,详见合同,公开招标,2025年12月30日 17:30,2025年12月30日 17:30,代理机构联系方式: 024-31918388,全国,其他,,zhongbiao_1767094849_5.txt,zhongbiao
SDGP370200000202502002377,青岛市口腔医院青岛市口腔医院牙科综合治疗机（修复用）采购项目中标公告,SDGP370200000202502002377,青岛市口腔医院牙科综合治疗机（修复用）采购项目,青岛市口腔医院,,,评委1(技术标),,岳老师、刘老师,其他,详见招标文件,1,详见合同,110.000000,详见合同,分散采购 货物类,2025年12月30日 17:30,2025年12月30日 17:30,,山东省,医疗健康,嘉信全过程项目咨询管理有限公司,zhongbiao_1767094851_6.txt,zhongbiao
SDGP370200000202502002579,青岛市中医医院青岛市中医医院医用直线加速器采购项目中标公告,SDGP370200000202502002579,青岛市中医医院医用直线加速器采购项目,青岛市中医医院,,,评委1(技术标),,王老师,其他,详见招标文件,1,详见合同,2890.000000,详见合同,分散采购 货物类,2025年12月30日 17:30,2025年12月30日 17:30,,山东省,医疗健康,盛和招标代理有限公司,zhongbiao_1767094854_7.txt,zhongbiao
N5100012025003990,四川省广播电视发射传输中心广播电视测试仪器购置中标（成交）结果公告,N5100012025003990,广播电视测试仪器购置,四川省广播电视发射传输中心,成都市锦江区红星路二段119号,028-85912007,,,金先生,品牌,详见招标文件,1,详见合同,137.940000,详见合同,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,成都市龙泉驿区大面街道成龙大道二段988号豫光中心2号楼12楼1204号 代理机构联系方式: 028-67847898,四川省,其他,四川正友招标代理有限公司,zhongbiao_1767094856_8.txt,zhongbiao
,荆州纪南文旅区水域滩涂水产渔业分析报告、经营权资产评估、实施方案咨询服务结果公告,,荆州纪南文旅区水域滩涂水产渔业分析报告、经营权资产评估、实施方案咨询服务结果公告,荆州纪南生态文化旅游区社会事务局,,15027168417,,武昌区徐家棚街三角路村福星惠誉水岸国际6号地块1幢23层1-24号,杨女士,服务,详见磋商文件,1,详见合同,52,自合同签订之日起至完成所有服务内容止,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,代理机构联系方式: 15007212249,湖北省,服务业,,zhongbiao_1767094858_9.txt,zhongbiao
,潜江市中心医院基建维修外包服务采购项目中标成交公告,,潜江市中心医院基建维修外包服务采购项目中标成交公告,潜江市中心医院,,15586331116,潜江市乐成建筑装饰工程有限公司,潜江市园林办事处马家台居委会五组125号,刘航,服务,详见采购文件,1,详见合同,57.269000,自合同签订之日起至2026年12月31日,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,代理机构联系方式: 15027350760,全国,医疗健康,,zhongbiao_1767094861_10.txt,zhongbiao
ZQ251208ZC,浙江中勤招标代理有限公司关于多模块协同与数据集成服务项目中标(成交)结果公告,ZQ251208ZC,多模块协同与数据集成服务项目,浙江省测绘科学技术研究院,,0571-88268540,,1,许老师,服务,服务要求,1,详见合同,28.400000,服务标准,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,代理机构联系方式: 0571-86803309,浙江省,信息技术,,zhongbiao_1767094863_11.txt,zhongbiao
,武汉市汉阳区民政局扁担山公墓管理处2026年墓园殡葬礼仪服务结果公告,,武汉市汉阳区民政局扁担山公墓管理处2026年墓园殡葬礼仪服务结果公告,武汉市汉阳区民政局扁担山公墓管理处,,84650600,广州彼岸礼仪服务有限公司,广州市南沙区双山大道5号南沙万达广场B2-808号,何玉鹤、吴丽媛,服务,具体详见招标文件,1,详见合同,90,1年。采购人对供应商进行考核，根据考核情况可决定是否续签下一年服务合同，最多可续签两年。,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,代理机构联系方式: 15271877858,湖北省,服务业,,zhongbiao_1767094866_12.txt,zhongbiao
[350001]ZSZBGS[GK]2025078,彩色多普勒超声仪结果公告（采购包1、2）,[350001]ZSZBGS[GK]2025078,彩色多普勒超声仪,福建中医药大学附属第二人民医院,,,广州市谱奥医疗器械有限公司,广州市天河区高科路36号自编409房(仅限办公),陈小芳、胡文姬、钱晓滟,报价明细内容,详见招标文件,1,详见合同,"1,450,000.00元",详见合同,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,温泉街道华林路201号华林大厦10层02室 代理机构联系方式: 0591-87767687-8613,福建省,其他,福建中实招标有限公司,zhongbiao_1767094868_13.txt,zhongbiao
N5116042025000029,广安市广安区广福社区卫生服务中心智能化康复中心建设项目补充采购设备一批中标（成交）结果公告,N5116042025000029,智能化康复中心建设项目补充采购设备一批,广安市广安区广福社区卫生服务中心,广安市广安区长乐街210号,0286-23327,四川沃泽源医疗科技有限公司,成都市锦江区东华正街42号1栋1单元23楼D号,王杉、高巍、彭俊强,品牌,详见招标文件,1,详见合同,"920,000.00元",详见合同,公开招标,2025年12月30日 17:29,2025年12月30日 17:29,中国（四川）自由贸易试验区成都市高新区天府四街66号2栋22层1号 代理机构联系方式: 13096330519,全国,建筑工程,四川国际招标有限责任公司,zhongbiao_1767094871_14.txt,zhongbiao
KMZC2025-G1-03398-KYZB-0008,昆明市公安局经济技术开发区分局指挥通讯装备和警用装备采购项目中标公告,KMZC2025-G1-03398-KYZB-0008,昆明市公安局经济技术开发区分局指挥通讯装备和警用装备采购项目,昆明市公安局经济技术开发区分局,云南省昆明市经开区辰逸路97号,0871-67426401,中移建设有限公司,北蜂窝路18号（综合楼9层906、907、917）,余工,其他,详见招标文件,1,详见合同,370.500000,详见合同,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,云南省昆明市西山区广福路488号红星财富中心B座3506室 代理机构联系方式: 0871-63210081,云南省,其他,,zhongbiao_1767094874_15.txt,zhongbiao
NJC/A250189,宁夏师范大学2025年体育竞技专用设备项目中标公告,NJC/A250189,宁夏师范大学2025年体育竞技专用设备项目,宁夏师范大学,,09542079449,,供应商联系电话,赵平,品牌（如有）,详见招标文件,1,详见合同,173.850000,详见合同,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,代理机构联系方式: 0951-6891031,宁夏回族自治区,设备采购,宁夏回族自治区政府采购中心,zhongbiao_1767094877_16.txt,zhongbiao
330110250534040000022-ZJZDCGYH-2025-076,浙江中达工程造价事务所有限公司关于2026年1-7月杭州市余杭区文化村实验学校食堂餐饮外包服务项目中标(成交)结果公告,330110250534040000022-ZJZDCGYH-2025-076,2026年1-7月杭州市余杭区文化村实验学校食堂餐饮外包服务项目,杭州市余杭区文化村实验学校,,15868155706,,1,徐老师,服务,服务要求,1,详见合同,73.640000,服务标准,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,代理机构联系方式: 18868151751,浙江省,教育,,zhongbiao_1767094880_17.txt,zhongbiao
M4400000707533693,新兴县人民医院易地新建工程(二期)配套设备设施项目第一批设备采购项目(放疗中心医疗设备)结果公告,M4400000707533693,新兴县人民医院易地新建工程(二期)配套设备设施项目第一批设备采购项目(放疗中心医疗设备),新兴县人民医院,,0766-2921236,,,余工,品牌,详见招标文件,1,详见合同,3033.900000,详见合同,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,代理机构联系方式: 020-83602919/18344590452,广东省,医疗健康,,zhongbiao_1767094882_18.txt,zhongbiao
SXHY-2025-ZB-1201,国家税务总局渭南市税务局购买2026年机关及派出机构食堂食材供应配送服务项目（二次）中标公告,SXHY-2025-ZB-1201,国家税务总局渭南市税务局购买2026年机关及派出机构食堂食材供应配送服务项目（二次）,国家税务总局渭南市税务局,渭南市临渭区朝阳大街西段7号,雷女士  0913-2105248,西安泉德金餐饮管理有限公司,陕西省西安市新城区尚爱路55号青海大厦四楼438室,余姗姗,服务,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,代理机构联系方式: 余姗姗    19191626406,陕西省,服务业,,zhongbiao_1767094883_19.txt,zhongbiao
采购计划-[2025]-00261号-,吉林省久鸿项目管理有限公司关于长春汽车经济技术开发区2025-2027年土地测绘服务中标结果公告,采购计划-[2025]-00261号-,长春汽车经济技术开发区2025-2027年土地测绘服务,长春汽车经济技术开发区规划和自然资源管理服务中心,,0431-81501572,,,孙国雷,服务,服务要求,1,详见合同,0.230000,服务标准,公开招标,2025年12月30日 17:28,2025年12月30日 17:28,代理机构联系方式: 13894176337,吉林省,服务业,,zhongbiao_1767094886_20.txt,zhongbiao
SXHT-(GK)20251001.3B1,陕西省杂交油菜研究中心油菜育种能力提升仪器设备采购项目(二次)中标（成交）结果公告,SXHT-(GK)20251001.3B1,油菜育种能力提升仪器设备采购项目(二次),陕西省杂交油菜研究中心,杨凌示范区高干渠路西段6号,15389226122,,评审方法,党鑫圣、田华、李姣、薛莉莉、雷红涛,品牌,详见招标文件,1,详见合同,17.937000,详见合同,公开招标,2025年12月30日 17:27,2025年12月30日 17:27,西安市建西街123号 代理机构联系方式: 029-85266606,陕西省,设备采购,陕西海堂项目管理咨询有限公司,zhongbiao_1767094894_1.txt,zhongbiao
HTCG-SL-2025055,镇安县“双节”慰问困难群众物资采购项目中标（成交）结果公告,HTCG-SL-2025055,镇安县“双节”慰问困难群众物资采购项目,镇安县民政局（本级）,镇安县前街199号,0914-5337383,镇安县鸿嘉粮油经销部,陕西省商洛市镇安县永乐街道办事处镇城社区迎宾路114号,何工,品牌,详见招标文件,1,详见合同,"1,482,900.00元",详见合同,公开招标,2025年12月30日 17:27,2025年12月30日 17:27,陕西省西安市碑林区南二环西段21号华融国际11703室 代理机构联系方式: 18829231691,陕西省,其他,鸿图造价咨询有限责任公司,zhongbiao_1767094896_2.txt,zhongbiao
