商品名称,关键词,价格,供应商,地址,来源,采集时间
微景观装饰石子沙子 水族景观染色小石头不掉色五彩石 智睿,沙子,1200.00元/吨,河北智睿矿产品加工有限公司,,百度爱采购,2026-01-17 17:03:55
厂家供应环氧草坪雪花白沙子 真石漆涂料用白沙 园林装饰白石子,沙子,0.20元/千克,灵寿县奥红矿产品经营部,,百度爱采购,2026-01-17 17:03:55
爱宏矿产沙疗用沙子 圆粒沙生产厂家 物流发货,沙子,230.00元/吨,石家庄爱宏矿产品有限公司,,百度爱采购,2026-01-17 17:03:56
高温烧结染色彩砂 微景观装饰彩色沙子 儿童娱乐天然彩砂沙画沙子,沙子,300.00元/吨,灵寿县海滨矿产品贸易有限公司,,百度爱采购,2026-01-17 17:03:57
昌森供应 真石漆用 雪花白砂 儿童娱乐砂20-40目 人工沙滩白色沙子,沙子,300.00元/吨,灵寿县昌森矿产品有限公司,,百度爱采购,2026-01-17 17:03:57
粉砂批发彩砂 粉色沙子 无动力人工沙滩场地用 颜色多样,沙子,0.45元/千克,灵寿县永不止步矿产品经营部,,百度爱采购,2026-01-17 17:03:58
雷江新材料 沙池沙坑沙滩乐园用白砂圆粒海沙石英砂 雪花白沙子,沙子,140.00元/吨,河北雷江新材料科技有限公司,,百度爱采购,2026-01-17 17:03:58
厂家供应 烧结彩砂 景区园艺造景彩色沙子 有效提升环境美观度,沙子,1300.00元/吨,灵寿县诚泽矿产品加工厂,,百度爱采购,2026-01-17 17:03:59
嘉誉 盆栽装饰铺面 白色细沙子 颗粒饱满 10-20目 多种规格,沙子,100.00元/吨,灵寿县嘉誉矿产品加工厂,,百度爱采购,2026-01-17 17:03:59
长期供应儿童娱乐彩砂 烧结沙子 染色石子 可接受定制,沙子,320.00元/吨,灵寿县永顺矿产品加工厂,,百度爱采购,2026-01-17 17:04:00
白沙厂家 颗粒细腻 室内游乐场儿童娱乐玩耍用白色沙子,沙子,0.50元/千克,灵寿县兆宸矿产品有限公司,,百度爱采购,2026-01-17 17:04:00
现货 环氧自流平彩砂 彩色沙子 造景装饰用沙滩砂,沙子,550.00元/吨,灵寿县源通矿产品加工有限公司,,百度爱采购,2026-01-17 17:04:01
昱隆供应雪花白沙子40-70目 儿童游乐白砂子20-40目 无粉尘,沙子,350.00元/吨,灵寿县昱隆矿产品有限公司,,百度爱采购,2026-01-17 17:04:01
源头厂家供应雪花白水洗白沙子 儿童娱乐用沙池填充用,沙子,420.00元/吨,灵寿县德发矿产品加工厂,,百度爱采购,2026-01-17 17:04:02
上香礼佛用金玉明沙 婚庆典礼用黄色沙子 香炉填充 金刚明沙,沙子,600.00元/吨,灵寿县鸿贤矿产品有限公司,,百度爱采购,2026-01-17 17:04:03
天然海砂无尘圆粒海沙儿童娱乐水洗海砂人工沙滩造景游乐场用沙子,沙子,220.00元/吨,灵寿县云石矿产品加工厂,,百度爱采购,2026-01-17 17:04:03
砂石料 水冲洗河沙沙子装修用 20-40目 建造各种建筑物 宁博矿产,沙子,90.00元/吨,灵寿县宁博矿产品有限公司,,百度爱采购,2026-01-17 17:04:04
烧结彩砂 人造沙滩粉色沙子支持批量定制 万竹矿业,沙子,1180.00元/吨,灵寿县万竹矿产品有限公司,,百度爱采购,2026-01-17 17:04:04
昊阳水洗河沙 建筑工程用中粗砂 水处理滤料5-8mm砂子沙子建,沙子,55.00元/吨,灵寿县昊阳矿产品有限公司,,百度爱采购,2026-01-17 17:04:05
户外沙滩砂沙瓶用砂粗砂细沙子染色小石子高尔夫球场用20-40目,沙子,500.00元/吨,灵寿县权达矿产品加工厂,,百度爱采购,2026-01-17 17:04:06
锂电池隔膜测厚仪 电池隔离膜厚度测量仪 GB/T36363 米莱仪器,测厚仪,1099.00元/台,济南米莱仪器有限公司,,百度爱采购,2026-01-17 16:47:13
超声波测厚仪 数字显示 精度高 技术先进 现货充足,测厚仪,100.00万/台,绵阳沃思测控技术有限公司,,百度爱采购,2026-01-17 16:47:14
天瑞仪器荧光x射线测厚仪 颜色灰黑 品牌天瑞仪器 质量稳定,测厚仪,19.50万/台,昆山市玉山镇瑞庆怡实验室设备经营部,,百度爱采购,2026-01-17 16:47:14
电镀防腐层测厚仪 高精度 高效率正比接收器 操作简单 联超超能,测厚仪,1500.00元/台,山东联超电子设备有限公司,,百度爱采购,2026-01-17 16:47:15
德国菲希尔高精度X射线镀层测厚仪XDV-μ分析微小结构,测厚仪,150.00万/台,上海旌琦机械科技有限公司,,百度爱采购,2026-01-17 16:47:15
赛成CHY-G瓶壁测厚仪 玻璃瓶底测厚 仪 塑料瓶测厚度仪,测厚仪,1000.00元/台,济南赛成电子科技有限公司,,百度爱采购,2026-01-17 16:47:17
浪声X荧光测厚仪 全自动型膜厚仪 涂镀层测 厚仪 膜厚分析仪,测厚仪,13.50万/台,苏州浪声科学仪器有限公司,,百度爱采购,2026-01-17 16:47:17
自动ppg测厚仪 锂电池测厚机 诚立 支持加工定制,测厚仪,5.00万/台,东莞市诚立仪器有限公司,,百度爱采购,2026-01-17 16:47:18
宇时先锋 UM-5测厚仪生产厂家 金属管壁厚度测量仪 适用石油化工行业,测厚仪,9860.00元/台,沈阳宇时先锋检测仪器有限公司,,百度爱采购,2026-01-17 16:47:18
"进口X荧光镀层测厚仪,电镀层X射线涂层,国外品牌",测厚仪,11.00万/台,东莞市澳腾斯仪器有限公司,,百度爱采购,2026-01-17 16:47:19
艾格斯威手持式高精度超声波测厚仪金属材料厚度测量仪 钢板测厚 仪,测厚仪,1.56万/台,艾格斯威（上海）检测设备有限公司,,百度爱采购,2026-01-17 16:47:20
涂层测厚仪 蓝虹 YT-211 涡流涂镀层测厚 仪 可储存500个测量值,测厚仪,1500.00元/台,山东蓝虹光电科技有限公司,,百度爱采购,2026-01-17 16:47:21
QUL 轮轨湿膜测厚仪 滚轮式精度高 使用标度总量程的80%左右区段,测厚仪,240.00元/台,上海魅宇仪器科技有限公司,,百度爱采购,2026-01-17 16:47:21
奥林巴斯72DL PLUS超声测厚仪 可连续操作8小时,测厚仪,9.80万/件,钧一检测技术（上海）有限公司,,百度爱采购,2026-01-17 16:47:22
蓝冰河 控制技术 台式测厚仪 免维护设计 温度自动保护,测厚仪,12.50万/台,蓝冰河（常州）精密测量技术有限责任公司,,百度爱采购,2026-01-17 16:47:22
中健计量 测厚仪校准 专业团队上门 第三方检测机构,测厚仪,255.99元/台,中健计量检测（广东）有限公司,,百度爱采购,2026-01-17 16:47:34
测厚仪 鲁超品牌 数显显示方式 优等质量等级 现货配送,测厚仪,1600.00元/台,山东济宁鲁超超声设备有限公司,,百度爱采购,2026-01-17 16:47:35
超声波涂层测厚仪（木质基材涂 层 测 厚仪） 上 海京阁,测厚仪,1.55万/个,上海京阁仪器设备有限公司,,百度爱采购,2026-01-17 16:47:46
供应 CTM-208STEP 电解测厚仪 详情可咨询店内客服,测厚仪,1.30万/台,天津恒祥泰科技有限公司,,百度爱采购,2026-01-17 16:47:47
测厚仪0-10mm 测量简单 使用方便 结构紧凑 数显清晰 天惠,测厚仪,600.00元/台,江苏天惠试验机械有限公司,,百度爱采购,2026-01-17 16:47:47
亿轩仪器楼板测厚仪GTJ-L800型 无损检测 木箱包装一体式楼板测 厚仪,测厚仪,9000.00元/台,沧州亿轩试验仪器有限公司,,百度爱采购,2026-01-17 16:47:48
毛发专用厚度检测仪 数显接触式测厚仪 安装便捷,测厚仪,269.00元/件,东莞市高腾达精密工具有限公司,,百度爱采购,2026-01-17 16:47:48
涂镀层 电镀层 测厚仪 膜厚仪 高精度 磁感应 涡流效应,测厚仪,1300.00元/台,北京天地星火科技发展有限公司,,百度爱采购,2026-01-17 16:47:49
赛博瑞鑫 涂层测厚仪 XCT930 全新设计分体测试,测厚仪,980.00元/台,沧州华网建筑器材有限公司,,百度爱采购,2026-01-17 16:47:50
NDT320Z超声波测厚仪应用范围广 无损检测仪器,测厚仪,4800.00元/台,亿煤机械装备制造有限公司,,百度爱采购,2026-01-17 16:47:51
穿透超声波测厚仪 天研TYUC750 穿透式超 声波测 厚仪,测厚仪,9800.00元/台,山东天研仪器有限公司,,百度爱采购,2026-01-17 16:47:52
【电商】MRO供应德国Fischer菲希尔电涡流测厚仪 ISOSCOPE DMP10,测厚仪,1.20万/个,深圳电商商业股份有限公司,,百度爱采购,2026-01-17 16:47:52
帝通电子 TEITSU 厚度计 UDM-1300DL 测厚仪 UDM-1400,测厚仪,1492.00元/台,藤野贸易（广州）有限公司,,百度爱采购,2026-01-17 16:47:53
TELCOCK得乐 数显测厚仪 SMD-540S2 SMD-130J SMD-540J,测厚仪,2695.00元/个,郑州市平山贸易有限公司,,百度爱采购,2026-01-17 16:47:53
"时代TIME2606高精度覆
ull测厚仪涂层检测仪漆膜仪",涂层检测仪,1.28万/台,深圳市君达时代仪器有限公司,,百度爱采购,2026-01-17 16:48:00
Thick800A镀层测厚仪 表面涂层检测仪 有机物成分检测,涂层检测仪,13.50万/台,山东赛曼仪器设备有限公司,,百度爱采购,2026-01-17 16:48:00
美国狄夫斯高 PosiTector 200 超声涂层测厚仪非金属材料涂层检测仪,涂层检测仪,1.33万/台,沧州市欧谱检测仪器有限公司,,百度爱采购,2026-01-17 16:48:01
表面镀层测厚仪 涂层检测仪 金属电膜厚仪EDX600,涂层检测仪,12.50万/台,昆山市玉山镇天润精密仪器商行,,百度爱采购,2026-01-17 16:48:01
高精度LG-02内涂层检测仪 0.1mA分辨率 药包材质检设备,涂层检测仪,1200.00元/件,济南中科电子科技有限公司,,百度爱采购,2026-01-17 16:48:02
德国尼克斯 QNix4200涂层检测仪 镀层测厚仪 油漆面检测仪,涂层检测仪,3390.00元/台,上海首荣工业设备有限公司,,百度爱采购,2026-01-17 16:48:03
手持式超声波金属测厚仪 高精度涂层检测仪 操作简便,涂层检测仪,1500.00元/台,济宁巨豪检测科技有限公司,,百度爱采购,2026-01-17 16:48:03
天星涡流测厚仪ED300 升级款ED400 涂层检测仪 膜厚仪,涂层检测仪,4090.00元/台,上海京工实业有限公司,,百度爱采购,2026-01-17 16:48:03
德国EPK麦考特MikroTest电镀测厚仪G6涂层检测仪F6镀层机械膜厚仪,涂层检测仪,3900.00元/台,北京时代盈海科技有限公司,,百度爱采购,2026-01-17 16:48:04
美国狄夫斯高超声波涂层测厚仪 混凝土木材超声波涂层检测仪,涂层检测仪,1.98万/台,山东中科普锐检测技术有限公司,,百度爱采购,2026-01-17 16:48:05
Labthink导管摩擦系数检测仪 医疗导管涂层摩擦性能测试仪MXD-02,涂层检测仪,6.00万/台,济南兰光机电技术有限公司,,百度爱采购,2026-01-17 16:48:17
时代TIME TT260 涂层检测仪 测防腐层测厚仪 膜厚仪,涂层检测仪,3000.00元/台,深圳市凯蒂恩科技有限公司,,百度爱采购,2026-01-17 16:48:18
罐内涂膜完整性测试仪TLX-01 易拉罐底涂层检测仪 竹岩仪器,涂层检测仪,880.00元/台,济南竹岩仪器设备有限公司,,百度爱采购,2026-01-17 16:48:18
涂层测厚仪QNix7500 德国尼克斯涂层测厚仪 涂层厚度测量仪 涂层检测仪 漆膜厚度检测仪,涂层检测仪,7800.00元/台,上海盛巢科技有限公司,,百度爱采购,2026-01-17 16:48:27
北京时代涂层检测仪TT260时代涂层测厚仪 涂镀层膜测厚仪磁性涡流测厚仪,涂层检测仪,5600.00元/台,上海群弘仪器设备有限公司,,百度爱采购,2026-01-17 16:48:38
涂层测厚仪  leeb242  电镀测厚  手持式  油漆防护  涂层检测仪,涂层检测仪,2800.00元/台,上海旭常工业设备有限公司,,百度爱采购,2026-01-17 16:48:39
涂层测厚仪 云唐 涂 层镀层检测仪 方便携带检测精确,涂层检测仪,960.00元/台,山东蓝虹光电科技有限公司,,百度爱采购,2026-01-17 16:48:39
油漆涂层测厚仪 高精度涂镀层厚度测量仪 镀锌层检测仪,涂层检测仪,1250.00元/台,济宁固德仪器设备院,,百度爱采购,2026-01-17 16:48:40
捷克诺顿 MK4-C 便涂镀层测厚仪 手持式涂层检测仪,涂层检测仪,6500.00元/台,深圳市时代之峰科技有限公司,,百度爱采购,2026-01-17 16:48:40
德国进口菲希尔测厚仪 DualScope MP0手持式涂层检测仪,涂层检测仪,面议,笃挚仪器（上海）有限公司,,百度爱采购,2026-01-17 16:48:41
Qnix4500 德国尼克斯Nix 4500两用型涂层测厚仪 涂层检测仪一级代理,涂层检测仪,1.20万/台,南昌江大仪器有限公司,,百度爱采购,2026-01-17 16:48:41
"MPO涂层测厚仪,DUALSCOPE MPO涂层测厚仪,MPO涂层检测仪,德国菲希尔mpo镀层测厚仪",涂层检测仪,5800.00元,天津特鲁斯科技有限公司,,百度爱采购,2026-01-17 16:48:42
CT800涡流测厚仪 非磁性金属 铝合金 油漆阳极化膜防火涂层检测仪,涂层检测仪,3600.00元/件,颍上星源科技发展有限公司,,百度爱采购,2026-01-17 16:48:42
电气涂层测厚仪汽车漆膜检测仪 Thick800A 五金建材,涂层检测仪,13.50万/台,山东赛曼仪器设备有限公司,,百度爱采购,2026-01-17 16:48:43
GTJ-T100型 高精度涂层测厚仪 快速无损检测仪器,涂层检测仪,1300.00元/台,献县首测建筑仪器销售处,,百度爱采购,2026-01-17 16:48:43
一体磁性非磁性涂层检测仪 CM-8829 铁基非铁基分体式传感器,涂层检测仪,2600.00元/个,上海浦予工业科技有限公司,,百度爱采购,2026-01-17 16:48:44
动静摩擦系数测试仪 材料表面爽滑性检测仪MXZ-01管材涂层摩擦力,涂层检测仪,1.42万/台,兰博（济南）试验仪器有限公司,,百度爱采购,2026-01-17 16:48:45
LC-2000高精度涂层测厚仪 电火花检测仪 支持定制,涂层检测仪,1800.00元/台,山东济宁鲁超超声设备有限公司,,百度爱采购,2026-01-17 16:48:45
君道 JD-T930 涂层测厚仪 测量范围0-1250μm 高精度金属表面涂层检测,涂层检测仪,1000.00元/台,青岛君道环保科技有限公司,,百度爱采购,2026-01-17 16:48:46
铝箔针孔度测试仪 针孔数量测定仪 涂层针孔大小检测仪 配件,涂层检测仪,1000.00元/台,济南阿尔法电子设备有限公司,,百度爱采购,2026-01-17 16:48:47
消火栓 数据安全加密防低温防冻 防撞智能 远程精准定位,消防报警器,面议,上海为源物联科技有限公司,,百度爱采购,2026-01-17 16:57:11
语音消防报警器，可配无线烟感手报按钮，通过433或者4G无线联动,消防报警器,130.00元/台,诚远消防设备（山东）有限公司,,百度爱采购,2026-01-17 16:57:12
赛福德消防报警器讯响器JB-YS4316火灾声光警报器,消防报警器,55.00元/套,深圳市鸿博创新科技有限公司,,百度爱采购,2026-01-17 16:57:12
消防报警按钮手动桂安平安消防器材警铃酒店商场工厂消防报警器,消防报警器,12.00元/个,佛山市智恒达商贸有限公司,,百度爱采购,2026-01-17 16:57:13
依爱 消防报警器生产厂家 无线语音型消防声光报警器,消防报警器,16.00元/件,沈阳市于洪区文景消防器材经销处,,百度爱采购,2026-01-17 16:57:13
无线联动消防报警器多层联动验厂区警铃大音量工业声光警报器应急,消防报警器,202.00元/件,颍上微鑫电子商务有限公司,,百度爱采购,2026-01-17 16:57:14
中山瑞安特JA2010火灾声光报警器DC24V 消防报警器 J-2010L 非编码,消防报警器,32.00元/只,中山瑞安特电子有限公司,,百度爱采购,2026-01-17 16:57:15
盛赛尔P900A 声光报警器编码型 诺帝菲尔消防报警设备正品销售,消防报警器,115.00元/件,北京特安诺智能消防技术有限公司,,百度爱采购,2026-01-17 16:57:15
款式新颖 无线声光 工厂酒店3C消防认证 语音提示报警器,消防报警器,3000.00元/个,万霖消防技术有限公司,,百度爱采购,2026-01-17 16:57:16
IP65室外防水型消防声光报警器 DC24V火灾警示灯 讯响器,消防报警器,100.00元/件,深圳市宏盛高科电子有限公司,,百度爱采购,2026-01-17 16:57:16
消防警铃套装手动火灾火警报警 器铃家用验工 厂220V警报消防电铃,消防报警器,14.00元/个,济宁市裕泽工业科技有限公司,,百度爱采购,2026-01-17 16:57:18
酒店超市工厂验厂警铃应急电铃消防警铃火警电铃火灾报警器4-8寸,消防报警器,35.00元/个,浙江顺通电气有限公司,,百度爱采购,2026-01-17 16:57:19
